Unnamed: 0,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
65398,6nQp6Nxx1SwpOkze3Jf1Wo,Yuvan Shankar Raja;Udit Narayan;Suchitra,Yaaradi Nee Mohini (Original Motion Picture Soundtrack),Nenjai Kasakki,52,308693,False,0.681,0.65,5,-9.66,1,0.435,0.0969,0.0,0.355,0.661,80.078,4,k-pop
65399,3vli2UCALTW8ujkqWpiyk8,Yuvan Shankar Raja;Krishnaraj;Velmurugan;Sathyan,Kazhugoo (Original Motion Picture Soundtrack),Aambalaikum Pombalaikum,53,301173,False,0.856,0.682,1,-8.146,1,0.157,0.432,0.00379,0.224,0.767,127.982,4,k-pop
65400,0wHFktze2PHC5jDt3B17DC,Jack Harlow,Come Home The Kids Miss You,First Class,79,173947,True,0.902,0.582,5,-5.902,0,0.109,0.111,3.18e-06,0.111,0.332,107.005,4,k-pop
65401,73VzVNv23PBqUPyqxRHMZR,Jubin Nautiyal,Pyaar Tune Kya Kiya,Pyaar Tune Kya Kiya,52,215063,False,0.543,0.602,8,-10.354,0,0.0389,0.624,3.14e-06,0.545,0.382,89.979,4,k-pop
65402,5BqBeEwb9sqUtRLKyzgQQe,Anuradha Paudwal;Kumar Sanu,Aashiqui,Tu Meri Zindagi Hai,53,285280,False,0.507,0.56,10,-7.177,0,0.034,0.878,0.000572,0.338,0.592,127.318,4,k-pop
65403,3U4DN2lz0IPxewpymAS1ZK,Jubin Nautiyal;Payal Dev;Manoj Muntashir,Meri Mai,Meri Mai,52,287075,False,0.525,0.807,8,-6.011,1,0.0369,0.496,8.2e-06,0.0938,0.887,89.863,4,k-pop
65404,1VfUpyKz9uN7et8t6Qhe7v,Jubin Nautiyal;Payal Dev,Dil Lauta Do,Dil Lauta Do,52,302207,False,0.435,0.53,2,-5.922,0,0.0277,0.562,0.0,0.0947,0.334,100.51,4,k-pop
65405,4iJyTp1KwCeBKhf7h0SwsD,WINNER,FATE NUMBER FOR,REALLY REALLY,64,203056,False,0.765,0.77,2,-3.16,1,0.0592,0.167,0.0,0.0854,0.581,103.005,4,k-pop
65406,5Yk5pn38SvDWN0cIv3lLNz,Jubin Nautiyal,Govind Bolo,Govind Bolo,52,150139,False,0.495,0.484,2,-10.923,1,0.0391,0.313,0.0,0.104,0.592,126.632,5,k-pop
65407,5ajXGmJGBs1IOEgvsVmPWB,All Ok,Good Morning,Good Morning,50,213571,False,0.659,0.633,1,-5.343,1,0.0334,0.0621,0.0128,0.334,0.0752,125.939,4,k-pop
65408,2u5Jh4U0GNJWDuafMQQygq,Tanir;Tyomcha;Mikis,Da Da Da (Remix by Mikis),Da Da Da - Remix by Mikis,54,183100,False,0.852,0.967,9,-1.661,0,0.0722,0.395,0.000324,0.433,0.891,124.024,4,k-pop
65409,6dG2zPUOWXk3eMC7Hb3wh3,JEON SOMI,DUMB DUMB,DUMB DUMB,59,149213,False,0.85,0.734,2,-6.415,1,0.0491,0.0221,0.000179,0.0728,0.406,103.027,4,k-pop
65410,2QZe2H1f03t5PJWEMg2Mbe,BTS,MAP OF THE SOUL : 7,UGH!,69,225012,False,0.72,0.824,10,-5.086,0,0.128,0.0394,0.0,0.0509,0.333,165.996,4,k-pop
65411,3UUY5QQuhs48YjWihSA0ha,All Ok;Arvind KP;Divya Urduga;Raghu Vine Store,Yaakinge 2,Yaakinge 2,51,266959,False,0.667,0.545,1,-8.088,1,0.0524,0.785,0.016,0.106,0.531,147.988,4,k-pop
65412,1ycq2btx7kf6bXdWILZhXa,Anupam Roy,Piku,Bezubaan,53,341177,False,0.403,0.56,2,-7.46,1,0.0362,0.354,5.71e-06,0.125,0.168,155.701,4,k-pop
65413,2zrhoHlFKxFTRF5aMyxMoQ,aespa,Next Level,Next Level,74,221573,False,0.82,0.852,11,-2.567,0,0.166,0.488,5.94e-06,0.0907,0.82,109.036,4,k-pop
65414,2B5hlXEiWAqZ9U6GwuyBSk,Jubin Nautiyal;Meet Bros.,Bedardi Se Pyaar Ka,Bedardi Se Pyaar Ka,52,255186,False,0.664,0.637,2,-4.338,0,0.0508,0.549,0.0,0.277,0.403,93.137,4,k-pop
65415,66eUlx0WYK1Jc56bIinkF9,Alka Yagnik;Udit Narayan,Raaz (Original Motion Picture Soundtrack),Kitna Pyaara Hai,52,261000,False,0.591,0.828,7,-10.309,0,0.0539,0.138,1.38e-06,0.323,0.881,89.981,4,k-pop
65416,5npCUsfrlhdyjxyCa32maW,Stray Kids,Christmas EveL,Christmas EveL,67,178529,False,0.878,0.777,5,-3.702,0,0.163,0.0437,0.0,0.401,0.878,139.989,4,k-pop
65417,3nZr2Anx8AEkI3thetbBzP,Jubin Nautiyal;Payal Dev;Rashmi Virag,Barsaat Ho Jaaye,Barsaat Ho Jaaye,52,250124,False,0.59,0.908,8,-4.137,0,0.0475,0.392,3.12e-06,0.257,0.784,87.989,4,k-pop
65418,2xeaHUnzzT5Kc974OQt1kA,ITZY,GUESS WHO,SHOOT!,67,139213,False,0.852,0.762,6,-4.448,0,0.0487,0.333,1.66e-06,0.159,0.907,131.958,4,k-pop
65419,5NVkktUlAylhk7f0t63eth,Sunwoojunga,Extraordinary Attorney Woo (Original Television Soundtrack) Pt. 2,Beyond My Dreams,63,185508,False,0.519,0.352,7,-8.332,1,0.0244,0.762,0.0,0.113,0.269,78.943,3,k-pop
65420,4gZGAVECoiutzp64KSHNjE,BTS,Love Yourself 承 'Her',MIC Drop,67,238193,False,0.667,0.889,6,-4.851,1,0.0917,0.00912,0.0,0.0816,0.541,169.961,4,k-pop
65421,1nWB8isqs2tviWk20G5pow,BTS,Wings,Lie,70,215752,False,0.541,0.779,6,-5.581,0,0.033,0.00338,0.0,0.177,0.501,94.069,3,k-pop
65422,38wTTpiltGsXGslrWMVmbw,Alka Yagnik,Zakhm,Gali Mein Chand - Happy,52,309413,False,0.427,0.402,2,-12.541,1,0.0462,0.763,2.31e-06,0.487,0.624,103.379,4,k-pop
65423,2eQAL7TZCiU1nXM3avyXtC,Anuradha Paudwal;Manhar Udhas;Laxmikant–Pyarelal,Hero,Too Mera Hero Hai,52,489293,False,0.411,0.407,9,-17.51,0,0.0363,0.72,4.84e-06,0.0827,0.578,82.799,4,k-pop
65424,10nnCsc6unlme3bImINZV3,Alka Yagnik;Vinod Rathod,Deewana (Original Motion Picture Soundtrack),Aisi Deewangi,52,415476,False,0.444,0.755,1,-9.801,0,0.0528,0.512,7.71e-05,0.0554,0.619,115.051,4,k-pop
65425,3AgMOlgdrG9RJXDWifcjVd,BLACKPINK;Cardi B,THE ALBUM,Bet You Wanna (Feat. Cardi B),64,159168,False,0.541,0.688,7,-5.184,1,0.198,0.00479,0.0,0.0733,0.649,109.843,4,k-pop
65426,1o8MqUvBiDIXxof2TuuPSX,Alka Yagnik;Udit Narayan,Raja Hindustani (Original Motion Picture Soundtrack),Kitna Pyaara Tujhe Rabne Banaya,52,382000,False,0.368,0.695,2,-12.31,0,0.057,0.641,7.48e-05,0.191,0.835,173.7,4,k-pop
65427,3JeLa5o0NxQjQHhVYaTLV0,Stray Kids,MAXIDENT,CIRCUS (Korean Ver.),70,194400,False,0.788,0.795,5,-3.676,0,0.0948,0.031,0.0,0.0302,0.703,98.004,4,k-pop
65428,517jKnHDXP1tjEb4VV4s1U,Vijay Antony;Vineeth Sreenivasan;Ranjith;Janaki Iyer,Angadi Theru (Original Motion Picture Soundtrack),Aval Appadi Onrum,51,257665,False,0.421,0.522,9,-5.803,1,0.0281,0.554,0.0,0.0705,0.521,74.865,4,k-pop
65429,77feKtBcyhRv4SE2u6dd9R,Yuvan Shankar Raja;Harini Ivaturi,Radhe Shyam,Ee Raathale,52,232762,False,0.63,0.528,9,-8.574,0,0.0311,0.0284,2.63e-06,0.107,0.551,124.0,4,k-pop
65430,78iiDXq2EBsTwnnJJWCuLy,Jagjit Singh,Dushman,Chithi Na Koi Sandesh-Jagjit Singh,51,397560,False,0.797,0.57,4,-7.959,1,0.0354,0.0994,4.3e-05,0.452,0.598,113.071,4,k-pop
65431,0VFWGbcDfPMFjXxjZJ9vgd,Yuvan Shankar Raja;Sid Sriram;Vignesh Shivan,"Mother Song (From ""Valimai"")","Mother Song (From ""Valimai"")",51,241846,False,0.607,0.536,9,-7.285,1,0.0336,0.287,0.0,0.461,0.436,129.97,4,k-pop
65432,62UqZv8jJwfXpKENrnk8OJ,Yuvan Shankar Raja;Rahul Nambiar;Saindhavi,Awaara (Original Motion Picture Soundtrack),Arere Vaanaa,51,266773,False,0.756,0.681,6,-9.769,0,0.0928,0.304,0.0387,0.0657,0.641,179.97,3,k-pop
65433,7AqdmyhxeYqwfwW52TTPdF,Yuvan Shankar Raja;Shankar Mahadevan,Billa (Original Motion Picture Soundtrack),Vethalaiya Potendi,51,262120,False,0.822,0.948,1,-3.178,1,0.127,0.174,0.00131,0.0821,0.821,120.025,4,k-pop
65434,5kVjNlwI6vDvbuYJohhUqh,Yuvan Shankar Raja,Pattiyal (Original Motion Picture Soundtrack),Kannai Vittu,51,147078,False,0.691,0.806,5,-8.286,0,0.0633,0.0729,0.00452,0.102,0.958,76.992,4,k-pop
65435,3TZ7NHkMT82AhwuYsd00Hz,BTS,MAP OF THE SOUL : 7 ~ THE JOURNEY ~,Your eyes tell,68,245146,False,0.449,0.491,9,-6.433,0,0.029,0.279,0.0,0.0654,0.258,139.923,4,k-pop
65436,0wqqe8k13bJPxRt7FEmnwS,BTS,Love Yourself 轉 'Tear',So What,68,281520,False,0.657,0.883,9,-4.294,0,0.0733,0.0238,0.0,0.0481,0.461,129.943,4,k-pop
65437,4Qnhgqm32HUt8rIOqURZ1w,Ilaiyaraaja;Suresh Wadkar,Sadma (Original Motion Picture Soundtrack),Aye Zindagi Gale Lagaa Le,52,330000,False,0.369,0.39,6,-8.315,0,0.0429,0.57,0.0,0.177,0.428,159.255,4,k-pop
65438,1Rrj7KyS2R6SP9CQMDJW1w,SEVENTEEN,Love&Letter repackage album,VERY NICE,73,192092,False,0.746,0.898,3,-2.818,0,0.0725,0.0526,0.0,0.0858,0.879,121.967,4,k-pop
65439,5iIpbD34k4wnuRMZDNnuWf,HyunA,I'm Not Cool,I'm Not Cool,66,174173,False,0.883,0.845,11,-2.069,1,0.0585,0.0161,0.00157,0.29,0.656,116.004,4,k-pop
65440,6BskTMfDjXVzeqQHOau5Vi,BTS,The Most Beautiful Moment in Life: Young Forever,Epilogue: Young Forever,67,171803,False,0.606,0.815,5,-3.818,0,0.232,0.04,0.0,0.119,0.386,88.054,4,k-pop
65441,37nOpaUof3d4Xsmr6moAiI,BTS,Love Yourself 結 'Answer',Magic Shop,61,275695,False,0.531,0.661,1,-5.836,1,0.0907,0.103,0.0,0.0779,0.278,149.934,4,k-pop
65442,6A5wFryRTfXaihsdLwA31C,Alka Yagnik;Udit Narayan,Bollywood Melody Queen (Alka Yagnik),"Hai Mera Dil (From ""Josh"")",52,250920,False,0.643,0.43,5,-11.978,0,0.0331,0.379,1.34e-05,0.17,0.565,89.92,4,k-pop
65443,3LP4QpKptfe2yEC7oG5iNa,Yuvan Shankar Raja;Sid Sriram,"Ennai Vittu (From ""Love Today"")","Ennai Vittu (From ""Love Today"")",52,244669,False,0.602,0.388,0,-12.098,0,0.0536,0.334,3.7e-05,0.126,0.3,140.006,4,k-pop
65444,2FyWvKLqK8jpysuxQ228so,Yuvan Shankar Raja;Tippu;Sujatha,Vel (Original Motion Picture Soundtrack),Kovakkara Kiliye,51,252346,False,0.808,0.728,0,-10.493,0,0.0653,0.262,0.0,0.228,0.832,116.965,4,k-pop
65445,7bQ7f7KtXZ5Tcnj0UDUAtp,Kamal Haasan;S. Janaki,Gunaa,Kanmani,51,326860,False,0.623,0.298,1,-14.286,1,0.166,0.861,0.0,0.177,0.67,123.281,4,k-pop
65446,4HBDcyTmazbfvNchzmKTC1,Yuvan Shankar Raja,Vai Raja Vai (Original Motion Picture Soundtrack),Pachchai Vanna,51,255000,False,0.686,0.689,9,-4.73,0,0.0379,0.158,0.0,0.0422,0.446,120.031,4,k-pop
65447,0MOJU1KKbcDTgkdUtLs8G3,Alka Yagnik,Raja Hindustani (Original Motion Picture Soundtrack),Aaye Ho Meri Zindagi Mein - Female Version,53,363333,False,0.565,0.754,8,-11.636,0,0.0344,0.678,0.0442,0.0756,0.922,135.01,3,k-pop
65448,1oen3GpTcA486fTHaT7neg,Girls' Generation,FOREVER 1 - The 7th Album,FOREVER 1,79,202533,False,0.615,0.871,9,-1.248,1,0.0516,0.0427,0.0,0.254,0.297,123.915,4,k-pop
65449,096wyG5zJ7oUaZqOCGmmqH,Yuvan Shankar Raja;Ilaiyaraaja;Bela Shende,Silambattam (Original Motion Picture Soundtrack),Machaan Machaan,51,324840,False,0.627,0.682,10,-10.807,0,0.0895,0.331,0.00195,0.127,0.817,173.968,4,k-pop
65450,7LHAKF7pBqHch8o6Yo0ad5,RADWIMPS;Toaka,Suzume,Suzume,68,236390,False,0.571,0.415,2,-6.572,0,0.0305,0.615,0.0,0.187,0.342,78.025,4,k-pop
65451,6wH3AP7b01vpzKYRJhreMy,BTS,Black Swan,Black Swan,62,198260,False,0.719,0.757,2,-5.167,0,0.0849,0.137,0.0,0.129,0.489,147.024,4,k-pop
65452,6TBJkXHPhu3EsMk1bshwuI,LeeHi,4 ONLY,ONLY,77,240906,False,0.536,0.296,5,-7.451,1,0.0346,0.892,0.0,0.0873,0.151,122.907,3,k-pop
65453,6S2gYweMmT6xygVh5q3QLa,BTS,The Most Beautiful Moment in Life: Young Forever,House of Cards - Full Length Edition,69,226212,False,0.367,0.668,2,-4.484,0,0.052,0.336,0.0,0.147,0.384,104.961,4,k-pop
65454,43wLf5iwEFm65mp6K06kVy,Jubin Nautiyal;Neeti Mohan,Jolly Ll.B 2,Bawara Mann,51,216073,False,0.474,0.454,8,-8.334,1,0.0259,0.678,0.00175,0.313,0.338,85.046,4,k-pop
65455,2X45nVBeYzmDlrXji9Av0Q,MeloMance,"Love, Maybe (A Business Proposal OST Special Track)","Love, Maybe",67,185000,False,0.402,0.731,8,-3.529,1,0.0693,0.508,0.0,0.146,0.631,171.594,4,k-pop
65456,3QSjVPObHxuAJc3E5nrjRn,K/DA;Madison Beer;Kim Petras;League of Legends,ALL OUT,VILLAIN,74,199125,False,0.653,0.634,5,-5.875,0,0.0391,0.0232,0.0,0.0908,0.306,160.013,4,k-pop
65457,6ydJWVk3yC0CqlCEPpIabx,Jubin Nautiyal;Shreya Ghoshal,Kis Kisko Pyaar Karoon,Samandar,51,324193,False,0.534,0.901,5,-2.401,0,0.0494,0.483,6.61e-06,0.178,0.716,154.875,4,k-pop
65458,0Z99Xe1lGBmq60RwJ5YU18,HyunA&DAWN,1+1=1,PING PONG,68,158253,False,0.855,0.87,10,-2.059,0,0.0826,0.0122,0.000675,0.0202,0.863,103.028,4,k-pop
65459,2xtP8RNbo2BEMzLX7tK7aq,TWICE,CRY FOR ME,CRY FOR ME,73,204167,False,0.702,0.692,10,-5.405,1,0.0539,0.0542,0.0,0.0877,0.419,144.896,4,k-pop
65460,5ysBBGHvIGTqgQb5xdL3Lf,JEON SOMI,XOXO,Anymore,65,197701,False,0.731,0.549,6,-6.749,0,0.0329,0.0157,9.14e-06,0.083,0.45,137.932,4,k-pop
65461,1ehags7lQMM1qX94VJkoaf,ITZY,Not Shy,Not Shy,70,177728,False,0.776,0.911,2,-3.08,0,0.131,0.155,2.59e-06,0.268,0.56,101.027,4,k-pop
65462,2lyh5kOAC98ZJikzYSZN8n,Jagjit Singh,Hey Gobind Hey Gopal,He Ram He Ram,51,253000,False,0.601,0.276,0,-17.906,1,0.0264,0.717,0.0,0.191,0.697,91.56,4,k-pop
65463,6Upu6yjkdi0DVI8E3IBZEU,SEVENTEEN,SEVENTEEN 4th Mini Album ‘Al1’,Don't Wanna Cry,71,203426,False,0.781,0.683,0,-4.258,1,0.0325,0.164,1.53e-06,0.16,0.722,100.005,4,k-pop
65464,0BTaaKT4RMbs5M73tOHX5Y,TWICE,Taste of Love,Alcohol-Free,72,210573,False,0.688,0.909,8,-1.992,1,0.0624,0.0474,1.35e-06,0.0674,0.702,97.097,4,k-pop
65465,6vo0dV9t7PCQZKsLFwVwZ5,SEVENTEEN,Darl+ing,Darl+ing,70,176546,False,0.71,0.686,0,-4.926,1,0.0713,0.296,0.0,0.492,0.483,96.06,4,k-pop
65466,0jFHMDRXxKaREor3hBEEST,SUNMI,SUNMI SPECIAL EDITION [Gashina],Gashina,67,180000,False,0.722,0.833,6,-3.915,1,0.094,0.0556,0.0,0.195,0.53,93.941,4,k-pop
65467,77Da7nPpG4Kfy2rPfVzOBU,Dhanush;Jonita Gandhi,"Engleesu Lovesu (From ""Pakkiri)""",Engleesu Lovesu,50,219954,False,0.759,0.537,6,-8.059,1,0.0452,0.521,0.000197,0.101,0.654,109.973,4,k-pop
65468,6oUqIyDXN04IgkeKHl7yL5,Alka Yagnik;Ila Arun,Khal Nayak (Original Motion Picture Soundtrack),Choli Ke Peeche,52,519360,False,0.656,0.81,0,-7.448,1,0.0969,0.686,1.08e-05,0.3,0.962,98.895,4,k-pop
65469,3vAncbML0jhNrp63DKhsCo,HEIZE;Han Suji,"Guardian (Original Television Soundtrack), Pt. 14",Round And Round,59,201658,False,0.604,0.687,0,-5.13,0,0.0327,0.757,0.234,0.0718,0.504,119.992,4,k-pop
65470,3dI59jLoFMjMAyUAyRZnkE,BIGBANG,MADE,BANG BANG BANG,68,220177,False,0.69,0.843,1,-2.949,1,0.0534,0.0167,0.0,0.346,0.428,135.01,4,k-pop
65471,2NKkRdLnT1aI0W8YqtTkOu,Alka Yagnik,Tere Naam,Tere Naam,51,390386,False,0.587,0.775,4,-7.549,1,0.0721,0.75,0.0784,0.0948,0.586,87.938,4,k-pop
65472,4ve9p2wRIRnwM7bbFHmtZG,Raghu Dixit,Just Maath Maathali,Just Maath Maathali,51,156368,False,0.688,0.492,5,-8.459,1,0.0256,0.492,0.000227,0.147,0.638,107.918,4,k-pop
65473,3dbLT62Cvs46Ju7a8gpr36,aespa,Savage - The 1st Mini Album,Savage,74,238143,False,0.727,0.879,9,-1.167,1,0.129,0.124,1.17e-05,0.244,0.671,146.959,4,k-pop
65474,0RQhpA5lD1GyM7lO2tdmbO,Yuvan Shankar Raja;S.P. Charan,Awaara (Original Motion Picture Soundtrack),Yedho,50,213520,False,0.763,0.351,0,-9.528,0,0.0315,0.778,2.05e-06,0.0892,0.368,119.949,4,k-pop
65475,3oj9ZcytkTaovswquxjzo1,Anuradha Paudwal,Gayatri Mantra,Om Bhurbhuwasah,53,3340672,False,0.719,0.466,3,-9.153,1,0.0417,0.733,1.81e-06,0.0973,0.812,137.159,4,k-pop
65476,7ruWC3ciPppmxlZnjOPhVn,Jagjit Singh;Deepak Pandit;Laxmikant–Pyarelal,Close To My Heart Jagjit Singh,Ek Pyar Ka Naghma Hai - Shor,51,291655,False,0.484,0.416,10,-11.415,1,0.03,0.547,0.00284,0.133,0.522,179.451,4,k-pop
65477,0mZI1NpihIVcho2f9MmqSW,BTS,Love Yourself 結 'Answer',Trivia 轉 : Seesaw,69,246334,False,0.707,0.791,5,-4.483,0,0.035,0.179,0.0,0.102,0.674,106.985,4,k-pop
65478,1NHl9g36Ebu3g16y0vtUNV,BTS,BE,Fly To My Room,67,222242,False,0.764,0.526,11,-7.355,1,0.212,0.0484,0.0,0.0718,0.588,114.91,4,k-pop
65479,2pPbzZbeEcAHhGcdsRe2ml,Anuradha Paudwal;Sonu Nigam,Jai Maa Vaishno Devi,O Aaye Tere Bhawan,51,319600,False,0.566,0.683,4,-11.099,1,0.0391,0.616,0.0,0.218,0.964,81.783,3,k-pop
65480,2HOYjQd1Znu5vORQ0grHjh,Yuvan Shankar Raja;Suriya;Andrea Jeremiah,Anjaan (Original Motion Picture Soundtrack),Ek Do Teen,50,237333,False,0.62,0.672,10,-5.859,0,0.0362,0.0604,2.54e-05,0.0684,0.719,67.54,4,k-pop
65481,30YLyzfEjMQsXj4ZFslAmT,BTS,MAP OF THE SOUL : 7,Make It Right,63,226321,False,0.639,0.706,7,-7.874,1,0.448,0.0104,0.0,0.132,0.259,105.782,4,k-pop
65482,7HYJqAMbKDJYRyEfUGOCBB,BTS,Love Yourself 結 'Answer',I'm Fine,68,240339,False,0.511,0.84,11,-2.781,0,0.103,0.00852,0.0,0.346,0.303,87.605,4,k-pop
65483,3dDEqZAgmnMGeTh8sRueI4,Alka Yagnik;Kumar Sanu,Phool Aur Kaante (Original Motion Picture Soundtrack),Dheere Dheere Pyar Ko,51,328640,False,0.533,0.451,9,-10.446,0,0.0317,0.729,0.000251,0.331,0.801,120.553,3,k-pop
65484,5EgYDyMDCi8X0zDydTF7Rb,BTS,BTS WORLD (Original Soundtrack),Heartbeat (BTS World Original Soundtrack),66,253303,False,0.437,0.716,5,-4.306,1,0.05,0.39,0.0,0.208,0.307,170.094,4,k-pop
65485,3dn1dBimUAxhJtXnzljrWO,Yuvan Shankar Raja;Shweta Mohan,Pattiyal (Original Motion Picture Soundtrack),Yedhedo Ennangal,50,256831,False,0.753,0.915,10,-7.246,0,0.065,0.0475,0.00158,0.0561,0.95,80.015,4,k-pop
65486,3sls5U5570lGpLiEKTpMGl,Anuradha Paudwal,Aarti-Om Jai Jagdish Hare,Jai Ganesh Deva,52,271158,False,0.667,0.768,1,-7.133,1,0.105,0.484,0.0,0.662,0.741,134.949,3,k-pop
65487,1PSz9VCtLOo4sgcFluNMPu,Vijay Antony;Sangeetha Rajeshwaran,Velayudham (Original Motion Picture Soundtrack),Mayam Seidhayo,50,254653,False,0.786,0.659,2,-7.447,0,0.0289,0.433,0.00109,0.0997,0.951,135.449,4,k-pop
65488,4o3Ao6wY5fbJR32fQKabfQ,BTS,The Most Beautiful Moment in Life: Young Forever,Dope,64,240020,False,0.579,0.896,10,-2.781,0,0.225,0.0272,1.02e-06,0.352,0.678,153.991,4,k-pop
65489,14FlUUB2fyxHFLQ7PYGrqp,Yuvan Shankar Raja,Kedi Billa Killadi Ranga (Original Motion Picture Soundtrack),Sudasuda Thooral,50,306506,False,0.718,0.729,3,-5.458,0,0.0294,0.452,0.0117,0.0887,0.274,119.987,4,k-pop
65490,24nK8tW7Pt3Inh2utttuoG,MAMAMOO,reality in BLACK,HIP,71,195306,False,0.782,0.731,3,-4.581,0,0.143,0.0376,3.15e-05,0.0956,0.824,138.032,4,k-pop
65491,1fzAokzOONl4XEPUFoammu,Alka Yagnik;Arijit Singh,Loveholic Arijit Singh,"Agar Tum Saath Ho (From ""Tamasha"")",52,341054,False,0.562,0.519,3,-8.744,1,0.0326,0.557,0.000268,0.172,0.415,122.925,4,k-pop
65492,0TdWVbcerMAcvljXrl9gpG,BTS,BE,Stay,67,204800,False,0.582,0.693,6,-5.048,1,0.0465,0.114,0.0,0.13,0.341,125.904,4,k-pop
65493,6XeJ4zrJoEGr3jbgO6duJl,Yuvan Shankar Raja;Sadhana Sargam,Baana Kaathadi (Original Motion Picture Soundtrack),En Nenjil,50,305333,False,0.681,0.658,8,-8.856,1,0.0444,0.633,0.00262,0.16,0.585,144.857,4,k-pop
65494,39uStmR57jzQn1faGRpMos,Yuvan Shankar Raja,Thulluvadho Ilamai,Idhu Kaadhala,49,271746,False,0.721,0.584,0,-12.328,0,0.0486,0.0798,0.00221,0.682,0.536,132.972,4,k-pop
65495,1jostbOkEqtpldYbXICP7k,Anuradha Paudwal;Kumar Sanu,Ultimate Romantic Duet - Kumar Sanu & Anuradha Paudwal,"Dheere Dheere Se Meri Zindagi Mein Aana (From ""Aashiqui"")",52,329640,False,0.477,0.636,8,-8.334,0,0.0356,0.865,0.00226,0.208,0.707,84.547,4,k-pop
65496,2Hdoffi3Ynk12njFM3OT2T,Ilaiyaraaja;K. J. Yesudas,Rettai Vaal Kuruvi (Original Motion Picture Soundtrack),Raja Raja Chozhan,51,274800,False,0.509,0.331,0,-13.662,0,0.0451,0.76,0.000105,0.0781,0.826,155.917,3,k-pop
65497,45LZkeAJNMpiMCCBcb2sep,Yuvan Shankar Raja;Mukesh;Priyadharshini,Silambattam (Original Motion Picture Soundtrack),Where Is the Party,51,318506,False,0.55,0.92,1,-4.057,1,0.0564,0.0159,0.000927,0.212,0.668,135.805,4,k-pop
65498,0ggtoVGwW9HerJzpnjV100,Ilaiyaraaja;S. Janaki,Ooru Vittu Ooru Vandhu (Original Motion Picture Soundtrack),Sorgame Endralum,51,291500,False,0.639,0.737,9,-5.026,1,0.0327,0.788,0.0737,0.283,0.719,120.773,4,k-pop
65499,6X9DNG2WR3IclfneGurU0T,BLACKPINK,"BLACKPINK ARENA TOUR 2018 ""SPECIAL FINAL IN KYOCERA DOME OSAKA""","Kiss and Make Up - BLACKPINK ARENA TOUR 2018 ""SPECIAL FINAL IN KYOCERA DOME OSAKA""",59,190500,False,0.65,0.697,0,-9.582,0,0.272,0.13,0.0,0.862,0.551,99.771,4,k-pop
65500,3r44Otr6SVUja3SYsCuhVY,Izzamuzzic;Julien Marchal,Shootout (Sped Up),Shootout (Sped Up),76,242142,False,0.684,0.605,10,-8.678,0,0.0634,0.216,0.941,0.103,0.768,104.647,4,k-pop
65501,0Bph99neebTJZ6rsIhd0sN,Jubin Nautiyal;Palak Muchhal,Kaabil,Kaabil Hoon,50,314062,False,0.662,0.873,11,-3.927,1,0.0489,0.043,1.71e-06,0.338,0.532,89.972,4,k-pop
65502,2e3cJdJ8xWwydl8JIYlCqB,WayV,Love Talk (English Version),Love Talk - English Version,69,232150,False,0.751,0.719,6,-5.198,0,0.0373,0.142,0.0,0.148,0.437,98.01,4,k-pop
65503,1MX0g22bQkr9HDVe37fLnN,BTS,Love Yourself 轉 'Tear',134340,70,230063,False,0.665,0.687,11,-6.466,0,0.0547,0.155,9.28e-05,0.173,0.651,106.023,4,k-pop
65504,5TjAp8EJymjvgEBkxSnENo,Jubin Nautiyal;Palak Muchhal;Sanjeev Darshan,"Dhadkan (From ""Amavas"")","Dhadkan (From ""Amavas"")",50,217965,False,0.452,0.484,2,-5.88,0,0.031,0.75,0.0,0.141,0.198,71.558,4,k-pop
65505,7rjFYm6THGNETjg3vb1Tof,Jubin Nautiyal;Rashmi Virag;Meet Bros.,Wafa Na Raas Aayee,Wafa Na Raas Aayee,50,288152,False,0.641,0.869,2,-4.024,0,0.0452,0.559,0.0,0.0782,0.558,98.03,4,k-pop
65506,0VES0jpNQEdRpD31gYDIMe,Yoon Mirae;BIBI,Street Man Fighter Original Vol.3 (Mission by Rank),LAW (Prod. Czaer),72,189373,False,0.756,0.9,2,-4.428,1,0.0843,0.00857,0.000111,0.237,0.55,128.054,4,k-pop
65507,1KfclPhKuX3iFTUHfeE8kX,Jubin Nautiyal,Marjaavaan,Tum Hi Aana (Sad Version),50,83169,False,0.501,0.168,4,-9.675,0,0.0313,0.944,0.0,0.118,0.131,79.968,4,k-pop
65508,27zrFrtUtWl2urlvjOn5xc,Loco;Punch,"Moonlovers - Scarlet Heart Ryeo (Original Television Soundtrack), Pt. 2",Say Yes,68,218897,False,0.696,0.778,1,-4.653,0,0.0585,0.352,0.0,0.329,0.41,94.996,4,k-pop
65509,1rLkzFZdokhx6Wcs80uvnw,BTS,Love Yourself 結 'Answer',Dimple,61,196776,False,0.612,0.844,5,-4.694,0,0.0757,0.14,0.0,0.289,0.652,134.872,4,k-pop
65510,35sE2Ehvd1GzBzAIC0zFIu,Stray Kids,Street Man Fighter Original Vol.4 (Crew Songs),HEYDAY (Prod. Czaer),74,144773,False,0.892,0.808,2,-3.343,1,0.156,0.0335,0.0,0.0363,0.701,137.97,4,k-pop
